,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner_team,goal_difference
1439,1932-04-17,Barbados,Trinidad and Tobago,1,0,Friendly,Bridgetown,Barbados,False,Barbados,1
1440,1932-04-17,Netherlands,Belgium,2,1,Friendly,Amsterdam,Netherlands,False,Netherlands,1
1441,1932-04-17,Switzerland,Czechoslovakia,5,1,International Cup,Zürich,Switzerland,False,Switzerland,4
1442,1932-04-19,Barbados,Guyana,0,1,Friendly,Bridgetown,Barbados,False,Guyana,1
1443,1932-04-21,Barbados,Guyana,2,2,Friendly,Bridgetown,Barbados,False,Draw,0
1444,1932-04-23,Guyana,Trinidad and Tobago,1,2,Friendly,Bridgetown,Barbados,True,Trinidad and Tobago,1
1445,1932-04-24,Austria,Hungary,8,2,Friendly,Vienna,Austria,False,Austria,6
1446,1932-04-24,Spain,Yugoslavia,2,1,Friendly,Oviedo,Spain,False,Spain,1
1447,1932-04-26,Barbados,Trinidad and Tobago,1,3,Friendly,Bridgetown,Barbados,False,Trinidad and Tobago,2
1448,1932-05-01,Belgium,France,5,2,Friendly,Brussels,Belgium,False,Belgium,3
1449,1932-05-03,Portugal,Yugoslavia,3,2,Friendly,Lisbon,Portugal,False,Portugal,1
1450,1932-05-08,France,Scotland,1,3,Friendly,Colombes,France,False,Scotland,2
1451,1932-05-08,Hungary,Italy,1,1,International Cup,Budapest,Hungary,False,Draw,0
1452,1932-05-08,Netherlands,Ireland,0,2,Friendly,Amsterdam,Netherlands,False,Ireland,2
1453,1932-05-15,Argentina,Uruguay,2,0,Friendly,Buenos Aires,Argentina,False,Argentina,2
1454,1932-05-16,Sweden,Finland,7,1,Friendly,Stockholm,Sweden,False,Sweden,6
1455,1932-05-18,Uruguay,Argentina,1,0,Friendly,Montevideo,Uruguay,False,Uruguay,1
1456,1932-05-22,Czechoslovakia,Austria,1,1,International Cup,Prague,Czechoslovakia,False,Draw,0
1457,1932-05-29,Netherlands,Czechoslovakia,1,2,Friendly,Amsterdam,Netherlands,False,Czechoslovakia,1
1458,1932-05-29,Yugoslavia,Poland,0,3,Friendly,Zagreb,Yugoslavia,False,Poland,3
1459,1932-06-01,Estonia,Latvia,3,0,Friendly,Tallinn,Estonia,False,Estonia,3
1460,1932-06-05,Denmark,Belgium,3,4,Friendly,Copenhagen,Denmark,False,Belgium,1
1461,1932-06-05,Norway,Estonia,3,0,Friendly,Oslo,Norway,False,Norway,3
1462,1932-06-05,Yugoslavia,France,2,1,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,1
1463,1932-06-09,Bulgaria,France,3,5,Friendly,Sofia,Bulgaria,False,France,2
1464,1932-06-10,Finland,Sweden,1,3,Nordic Championship,Helsinki,Finland,False,Sweden,2
1465,1932-06-12,Romania,France,6,3,Friendly,Bucharest,Romania,False,Romania,3
1466,1932-06-12,Sweden,Belgium,3,1,Friendly,Stockholm,Sweden,False,Sweden,2
1467,1932-06-17,Norway,Finland,2,1,Nordic Championship,Oslo,Norway,False,Norway,1
1468,1932-06-19,Denmark,Sweden,3,1,Nordic Championship,Copenhagen,Denmark,False,Denmark,2
1469,1932-06-19,Switzerland,Hungary,3,1,International Cup,Berne,Switzerland,False,Switzerland,2
1470,1932-06-26,Bulgaria,Romania,2,0,Balkan Cup,Belgrade,Yugoslavia,True,Bulgaria,2
1471,1932-06-26,Yugoslavia,Greece,7,1,Balkan Cup,Belgrade,Yugoslavia,False,Yugoslavia,6
1472,1932-06-28,Greece,Romania,0,3,Balkan Cup,Belgrade,Yugoslavia,True,Romania,3
1473,1932-06-29,Lithuania,Latvia,2,3,Friendly,Kaunas,Lithuania,False,Latvia,1
1474,1932-06-30,Yugoslavia,Bulgaria,2,3,Balkan Cup,Belgrade,Yugoslavia,False,Bulgaria,1
1475,1932-07-01,Finland,Germany,1,4,Friendly,Helsinki,Finland,False,Germany,3
1476,1932-07-01,Sweden,Norway,1,4,Nordic Championship,Gothenburg,Sweden,False,Norway,3
1477,1932-07-02,Bulgaria,Greece,2,0,Balkan Cup,Belgrade,Yugoslavia,True,Bulgaria,2
1478,1932-07-03,Yugoslavia,Romania,3,1,Balkan Cup,Belgrade,Yugoslavia,False,Yugoslavia,2
1479,1932-07-10,Poland,Sweden,2,0,Friendly,Warsaw,Poland,False,Poland,2
1480,1932-07-13,Latvia,Sweden,0,0,Friendly,Riga,Latvia,False,Draw,0
1481,1932-07-15,Estonia,Sweden,1,3,Friendly,Tallinn,Estonia,False,Sweden,2
1482,1932-07-17,Sweden,Austria,3,4,Friendly,Stockholm,Sweden,False,Austria,1
1483,1932-07-24,Latvia,Lithuania,2,1,Friendly,Liepāja,Latvia,False,Latvia,1
1484,1932-08-06,Lithuania,Estonia,1,0,Friendly,Kaunas,Lithuania,False,Lithuania,1
1485,1932-08-25,Uganda,Kenya,13,1,Friendly,Kampala,Uganda,False,Uganda,12
1486,1932-08-28,Latvia,Lithuania,4,1,Baltic Cup,Riga,Latvia,False,Latvia,3
1487,1932-08-29,Estonia,Lithuania,1,2,Baltic Cup,Riga,Latvia,True,Lithuania,1
1488,1932-08-30,Finland,Denmark,4,2,Nordic Championship,Helsinki,Finland,False,Finland,2
1489,1932-08-30,Latvia,Estonia,1,0,Baltic Cup,Riga,Latvia,False,Latvia,1
1490,1932-09-11,Lithuania,Latvia,1,0,Friendly,Kaunas,Lithuania,False,Lithuania,1
1491,1932-09-17,Northern Ireland,Scotland,0,4,British Championship,Belfast,Northern Ireland,False,Scotland,4
1492,1932-09-18,Hungary,Czechoslovakia,2,1,International Cup,Budapest,Hungary,False,Hungary,1
1493,1932-09-25,Germany,Sweden,4,3,Friendly,Nuremberg,Germany,False,Germany,1
1494,1932-09-25,Norway,Denmark,1,2,Nordic Championship,Oslo,Norway,False,Denmark,1
1495,1932-09-25,Sweden,Lithuania,8,1,Friendly,Stockholm,Sweden,False,Sweden,7
1496,1932-10-02,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False,Austria,1
1497,1932-10-02,Poland,Latvia,2,1,Friendly,Warsaw,Poland,False,Poland,1
1498,1932-10-02,Romania,Poland,0,5,Friendly,Bucharest,Romania,False,Poland,5
1499,1932-10-09,Czechoslovakia,Yugoslavia,2,1,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,1
1500,1932-10-17,England,Northern Ireland,1,0,British Championship,Blackpool,England,False,England,1
1501,1932-10-23,Austria,Switzerland,3,1,International Cup,Vienna,Austria,False,Austria,2
1502,1932-10-26,Scotland,Wales,2,5,British Championship,Edinburgh,Scotland,False,Wales,3
1503,1932-10-28,Czechoslovakia,Italy,2,1,International Cup,Prague,Czechoslovakia,False,Czechoslovakia,1
1504,1932-10-30,Hungary,Germany,2,1,Friendly,Budapest,Hungary,False,Hungary,1
1505,1932-11-04,Turkey,Bulgaria,2,3,Friendly,Istanbul,Turkey,False,Bulgaria,1
1506,1932-11-06,Switzerland,Sweden,2,1,Friendly,Basel,Switzerland,False,Switzerland,1
1507,1932-11-16,Wales,England,0,0,British Championship,Wrexham,Wales,False,Draw,0
1508,1932-11-27,Italy,Hungary,4,2,Friendly,Milan,Italy,False,Italy,2
1509,1932-12-04,Germany,Netherlands,0,2,Friendly,Düsseldorf,Germany,False,Netherlands,2
1510,1932-12-04,Uruguay,Brazil,1,2,Copa Rio Branco,Montevideo,Uruguay,False,Brazil,1
1511,1932-12-07,England,Austria,4,3,Friendly,London,England,False,England,1
1512,1932-12-07,Wales,Northern Ireland,4,1,British Championship,Wrexham,Wales,False,Wales,3
1513,1932-12-11,Belgium,Austria,1,6,Friendly,Brussels,Belgium,False,Austria,5
1514,1933-01-01,Italy,Germany,3,1,Friendly,Bologna,Italy,False,Italy,2
1515,1933-01-21,Uruguay,Argentina,2,1,Friendly,Montevideo,Uruguay,False,Uruguay,1
1516,1933-01-22,Netherlands,Switzerland,0,2,Friendly,Amsterdam,Netherlands,False,Switzerland,2
1517,1933-01-29,Portugal,Hungary,1,0,Friendly,Lisbon,Portugal,False,Portugal,1
1518,1933-02-05,Argentina,Uruguay,4,1,Friendly,Avellaneda,Argentina,False,Argentina,3
1519,1933-02-12,Belgium,Italy,2,3,Friendly,Brussels,Belgium,False,Italy,1
1520,1933-02-12,France,Austria,0,4,Friendly,Paris,France,False,Austria,4
1521,1933-03-05,Netherlands,Hungary,1,2,Friendly,Amsterdam,Netherlands,False,Hungary,1
1522,1933-03-12,Switzerland,Belgium,3,3,Friendly,Zürich,Switzerland,False,Draw,0
1523,1933-03-19,Germany,France,3,3,Friendly,Berlin,Germany,False,Draw,0
1524,1933-03-19,Hungary,Czechoslovakia,2,0,Friendly,Budapest,Hungary,False,Hungary,2
1525,1933-03-26,France,Belgium,3,0,Friendly,Colombes,France,False,France,3
1526,1933-04-01,Scotland,England,2,1,British Championship,Glasgow,Scotland,False,Scotland,1
1527,1933-04-02,Spain,Portugal,3,0,Friendly,Vigo,Spain,False,Spain,3
1528,1933-04-02,Switzerland,Italy,0,3,International Cup,Geneva,Switzerland,False,Italy,3
1529,1933-04-09,Austria,Czechoslovakia,1,2,Friendly,Vienna,Austria,False,Czechoslovakia,1
1530,1933-04-09,Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,False,Netherlands,2
1531,1933-04-23,France,Spain,1,0,Friendly,Colombes,France,False,France,1
1532,1933-04-30,Hungary,Austria,1,1,Friendly,Budapest,Hungary,False,Draw,0
1533,1933-04-30,Yugoslavia,Spain,1,1,Friendly,Belgrade,Yugoslavia,False,Draw,0
1534,1933-05-07,Italy,Czechoslovakia,2,0,International Cup,Florence,Italy,False,Italy,2
1535,1933-05-07,Netherlands,Belgium,1,2,Friendly,Amsterdam,Netherlands,False,Belgium,1
1536,1933-05-07,Switzerland,Yugoslavia,4,1,Friendly,Zürich,Switzerland,False,Switzerland,3
1537,1933-05-13,Italy,England,1,1,Friendly,Rome,Italy,False,Draw,0
1538,1933-05-20,Switzerland,England,0,4,Friendly,Berne,Switzerland,False,England,4
1539,1933-05-21,Spain,Bulgaria,13,0,Friendly,Madrid,Spain,False,Spain,13
1540,1933-05-25,France,Wales,1,1,Friendly,Colombes,France,False,Draw,0
1541,1933-05-28,Latvia,Estonia,2,0,Friendly,Riga,Latvia,False,Latvia,2
1542,1933-06-03,Greece,Yugoslavia,3,5,Balkan Cup,Bucharest,Romania,True,Yugoslavia,2
1543,1933-06-04,Poland,Belgium,0,1,Friendly,Warsaw,Poland,False,Belgium,1
1544,1933-06-04,Romania,Bulgaria,7,0,Balkan Cup,Bucharest,Romania,False,Romania,7
1545,1933-06-05,Australia,New Zealand,4,2,Friendly,Brisbane,Australia,False,Australia,2
1546,1933-06-07,Bulgaria,Yugoslavia,0,4,Balkan Cup,Bucharest,Romania,True,Yugoslavia,4
1547,1933-06-10,Bulgaria,Greece,2,0,Balkan Cup,Bucharest,Romania,True,Bulgaria,2
1548,1933-06-10,Czechoslovakia,France,4,0,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,4
1549,1933-06-11,Austria,Belgium,4,1,Friendly,Vienna,Austria,False,Austria,3
1550,1933-06-11,Denmark,Norway,2,2,Nordic Championship,Copenhagen,Denmark,False,Draw,0
1551,1933-06-11,Romania,Yugoslavia,5,0,Balkan Cup,Bucharest,Romania,False,Romania,5
1552,1933-06-11,Sweden,Estonia,6,2,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden,4
1553,1933-06-12,Latvia,Lithuania,6,2,Friendly,Riga,Latvia,False,Latvia,4
1554,1933-06-17,Australia,New Zealand,6,4,Friendly,Sydney,Australia,False,Australia,2
1555,1933-06-18,Sweden,Denmark,2,3,Nordic Championship,Stockholm,Sweden,False,Denmark,1
1556,1933-06-24,Australia,New Zealand,4,2,Friendly,Sydney,Australia,False,Australia,2
1557,1933-06-29,Lithuania,Sweden,0,2,FIFA World Cup qualification,Kaunas,Lithuania,False,Sweden,2
1558,1933-07-02,Sweden,Hungary,5,2,Friendly,Stockholm,Sweden,False,Sweden,3
1559,1933-07-04,Latvia,Sweden,1,1,Friendly,Riga,Latvia,False,Draw,0
1560,1933-07-14,Sweden,Finland,2,0,Nordic Championship,Stockholm,Sweden,False,Sweden,2
1561,1933-07-20,Estonia,Lithuania,2,1,Friendly,Tallinn,Estonia,False,Estonia,1
1562,1933-08-06,Yugoslavia,Czechoslovakia,2,1,Friendly,Zagreb,Yugoslavia,False,Yugoslavia,1
1563,1933-08-09,Estonia,Latvia,2,1,Friendly,Tallinn,Estonia,False,Estonia,1
1564,1933-08-09,Finland,Lithuania,9,2,Friendly,Helsinki,Finland,False,Finland,7
1565,1933-08-16,Finland,Estonia,2,1,Friendly,Helsinki,Finland,False,Finland,1
1566,1933-09-02,Lithuania,Estonia,1,1,Baltic Cup,Kaunas,Lithuania,False,Draw,0
1567,1933-09-03,Estonia,Latvia,0,1,Baltic Cup,Kaunas,Lithuania,True,Latvia,1
1568,1933-09-03,Finland,Norway,1,5,Nordic Championship,Helsinki,Finland,False,Norway,4
1569,1933-09-04,Lithuania,Latvia,2,2,Baltic Cup,Kaunas,Lithuania,False,Draw,0
1570,1933-09-05,Lithuania,Estonia,0,5,Friendly,Kaunas,Lithuania,False,Estonia,5
1571,1933-09-10,Poland,Yugoslavia,4,3,Friendly,Warsaw,Poland,False,Poland,1
1572,1933-09-16,Scotland,Northern Ireland,1,2,British Championship,Glasgow,Scotland,False,Northern Ireland,1
1573,1933-09-17,Czechoslovakia,Austria,3,3,Friendly,Prague,Czechoslovakia,False,Draw,0
1574,1933-09-17,Hungary,Switzerland,3,0,International Cup,Budapest,Hungary,False,Hungary,3
1575,1933-09-24,Norway,Sweden,0,1,Nordic Championship,Oslo,Norway,False,Sweden,1
1576,1933-09-24,Yugoslavia,Switzerland,2,2,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Draw,0
1577,1933-10-01,Austria,Hungary,2,2,Friendly,Vienna,Austria,False,Draw,0
1578,1933-10-04,Wales,Scotland,3,2,British Championship,Cardiff,Wales,False,Wales,1
1579,1933-10-08,Aruba,Curaçao,1,3,Friendly,Oranjestad,Aruba,False,Curaçao,2
1580,1933-10-08,Denmark,Finland,2,0,Nordic Championship,Copenhagen,Denmark,False,Denmark,2
1581,1933-10-11,Aruba,Curaçao,0,2,Friendly,Oranjestad,Aruba,False,Curaçao,2
1582,1933-10-14,Northern Ireland,England,0,3,British Championship,Belfast,Northern Ireland,False,England,3
1583,1933-10-15,Poland,Czechoslovakia,1,2,FIFA World Cup qualification,Warsaw,Poland,False,Czechoslovakia,1
1584,1933-10-22,Germany,Belgium,8,1,Friendly,Duisburg,Germany,False,Germany,7
1585,1933-10-22,Hungary,Italy,0,1,International Cup,Budapest,Hungary,False,Italy,1
1586,1933-10-23,Trinidad and Tobago,Barbados,8,4,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,4
1587,1933-10-24,Trinidad and Tobago,Guyana,2,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,2
1588,1933-10-25,Barbados,Guyana,0,2,Friendly,Port of Spain,Trinidad and Tobago,True,Guyana,2
1589,1933-10-27,Trinidad and Tobago,Guyana,1,1,Friendly,Port of Spain,Trinidad and Tobago,False,Draw,0
1590,1933-10-29,Switzerland,Romania,2,2,FIFA World Cup qualification,Berne,Switzerland,False,Draw,0
1591,1933-10-30,Trinidad and Tobago,Barbados,3,1,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,2
1592,1933-11-02,Trinidad and Tobago,Guyana,1,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,1
1593,1933-11-03,Barbados,Guyana,2,5,Friendly,Port of Spain,Trinidad and Tobago,True,Guyana,3
1594,1933-11-04,Northern Ireland,Wales,1,1,British Championship,Belfast,Northern Ireland,False,Draw,0
1595,1933-11-05,Germany,Norway,2,2,Friendly,Magdeburg,Germany,False,Draw,0
1596,1933-11-05,Trinidad and Tobago,Barbados,6,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,6
1597,1933-11-15,England,Wales,1,2,British Championship,Newcastle,England,False,Wales,1
1598,1933-11-19,Switzerland,Germany,0,2,Friendly,Zürich,Switzerland,False,Germany,2
1599,1933-11-26,Belgium,Denmark,2,2,Friendly,Brussels,Belgium,False,Draw,0
1600,1933-11-29,Scotland,Austria,2,2,Friendly,Glasgow,Scotland,False,Draw,0
1601,1933-12-03,Germany,Poland,1,0,Friendly,Berlin,Germany,False,Germany,1
1602,1933-12-03,Italy,Switzerland,5,2,International Cup,Florence,Italy,False,Italy,3
1603,1933-12-06,England,France,4,1,Friendly,London,England,False,England,3
1604,1933-12-10,Netherlands,Austria,0,1,Friendly,Amsterdam,Netherlands,False,Austria,1
1605,1933-12-14,Uruguay,Argentina,0,1,Friendly,Montevideo,Uruguay,False,Argentina,1
1606,1934-01-14,Germany,Hungary,3,1,Friendly,Frankfurt am Main,Germany,False,Germany,2
1607,1934-01-21,Belgium,France,2,3,Friendly,Brussels,Belgium,False,France,1
1608,1934-01-28,Haiti,Cuba,1,3,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,2
1609,1934-02-01,Haiti,Cuba,1,1,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Draw,0
1610,1934-02-04,Haiti,Cuba,0,6,FIFA World Cup qualification,Port-au-Prince,Haiti,False,Cuba,6
1611,1934-02-11,Italy,Austria,2,4,International Cup,Turin,Italy,False,Austria,2
1612,1934-02-25,Ireland,Belgium,4,4,FIFA World Cup qualification,Dublin,Irish Free State,True,Draw,0
1613,1934-03-04,Mexico,Cuba,3,2,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,1
1614,1934-03-11,France,Switzerland,0,1,Friendly,Paris,France,False,Switzerland,1
1615,1934-03-11,Luxembourg,Germany,1,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Germany,8
1616,1934-03-11,Mexico,Cuba,5,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,5
1617,1934-03-11,Netherlands,Belgium,9,3,Friendly,Amsterdam,Netherlands,False,Netherlands,6
1618,1934-03-11,Spain,Portugal,9,0,FIFA World Cup qualification,Madrid,Spain,False,Spain,9
1619,1934-03-13,Guadeloupe,Martinique,0,6,Friendly,Basse-Terre,Guadeloupe,False,Martinique,6
1620,1934-03-16,Egypt,Israel,7,1,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,6
1621,1934-03-18,Bulgaria,Yugoslavia,1,2,Friendly,Sofia,Bulgaria,False,Yugoslavia,1
1622,1934-03-18,Mexico,Cuba,4,1,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,3
1623,1934-03-18,Portugal,Spain,1,2,FIFA World Cup qualification,Lisbon,Portugal,False,Spain,1
1624,1934-03-25,Bulgaria,Hungary,1,4,FIFA World Cup qualification,Sofia,Bulgaria,False,Hungary,3
1625,1934-03-25,France,Czechoslovakia,1,2,Friendly,Colombes,France,False,Czechoslovakia,1
1626,1934-03-25,Italy,Greece,4,0,FIFA World Cup qualification,Milan,Italy,False,Italy,4
1627,1934-03-25,Switzerland,Austria,2,3,International Cup,Geneva,Switzerland,False,Austria,1
1628,1934-04-01,Yugoslavia,Bulgaria,2,3,Friendly,Belgrade,Yugoslavia,False,Bulgaria,1
1629,1934-04-06,Israel,Egypt,1,4,FIFA World Cup qualification,Tel Aviv,Palestine,True,Egypt,3
1630,1934-04-08,Netherlands,Ireland,5,2,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands,3
1631,1934-04-14,England,Scotland,3,0,British Championship,London,England,False,England,3
1632,1934-04-15,Austria,Hungary,5,2,Friendly,Vienna,Austria,False,Austria,3
1633,1934-04-15,Luxembourg,France,1,6,FIFA World Cup qualification,Luxembourg,Luxembourg,False,France,5
1634,1934-04-25,Austria,Bulgaria,6,1,FIFA World Cup qualification,Vienna,Austria,False,Austria,5
1635,1934-04-29,Belgium,Netherlands,2,4,FIFA World Cup qualification,Antwerp,Belgium,False,Netherlands,2
1636,1934-04-29,Czechoslovakia,Hungary,2,2,International Cup,Prague,Czechoslovakia,False,Draw,0
1637,1934-04-29,Romania,Yugoslavia,2,1,FIFA World Cup qualification,Bucharest,Romania,False,Romania,1
1638,1934-05-10,Hungary,England,2,1,Friendly,Budapest,Hungary,False,Hungary,1
1639,1934-05-10,Netherlands,France,4,5,Friendly,Amsterdam,Netherlands,False,France,1
1640,1934-05-12,Philippines,China,0,2,Friendly,Manila,Philippines,False,China,2
1641,1934-05-13,Japan,Indonesia,1,7,Friendly,Manila,Philippines,True,Indonesia,6
1642,1934-05-14,China,Indonesia,2,0,Friendly,Manila,Philippines,True,China,2
1643,1934-05-16,Czechoslovakia,England,2,1,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,1
1644,1934-05-19,Philippines,Indonesia,3,2,Friendly,Manila,Philippines,False,Philippines,1
1645,1934-05-20,China,Japan,4,3,Friendly,Manila,Philippines,True,China,1
1646,1934-05-21,Denmark,Poland,4,2,Friendly,Copenhagen,Denmark,False,Denmark,2
1647,1934-05-23,Sweden,Poland,4,2,Friendly,Stockholm,Sweden,False,Sweden,2
1648,1934-05-24,Mexico,USA,2,4,FIFA World Cup qualification,Rome,Italy,True,USA,2
1649,1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,True,Sweden,1
1650,1934-05-27,Austria,France,3,2,FIFA World Cup,Turin,Italy,True,Austria,1
1651,1934-05-27,Belgium,Germany,2,5,FIFA World Cup,Florence,Italy,True,Germany,3
1652,1934-05-27,Brazil,Spain,1,3,FIFA World Cup,Genoa,Italy,True,Spain,2
1653,1934-05-27,Czechoslovakia,Romania,2,1,FIFA World Cup,Trieste,Italy,True,Czechoslovakia,1
1654,1934-05-27,Egypt,Hungary,2,4,FIFA World Cup,Naples,Italy,True,Hungary,2
1655,1934-05-27,Italy,USA,7,1,FIFA World Cup,Rome,Italy,False,Italy,6
1656,1934-05-27,Netherlands,Switzerland,2,3,FIFA World Cup,Milan,Italy,True,Switzerland,1
1657,1934-05-31,Austria,Hungary,2,1,FIFA World Cup,Bologna,Italy,True,Austria,1
1658,1934-05-31,Czechoslovakia,Switzerland,3,2,FIFA World Cup,Turin,Italy,True,Czechoslovakia,1
1659,1934-05-31,Germany,Sweden,2,1,FIFA World Cup,Milan,Italy,True,Germany,1
1660,1934-05-31,Italy,Spain,1,1,FIFA World Cup,Florence,Italy,False,Draw,0
1661,1934-06-01,Italy,Spain,1,0,FIFA World Cup,Florence,Italy,False,Italy,1
1662,1934-06-03,Czechoslovakia,Germany,3,1,FIFA World Cup,Rome,Italy,True,Czechoslovakia,2
1663,1934-06-03,Italy,Austria,1,0,FIFA World Cup,Milan,Italy,False,Italy,1
1664,1934-06-03,Yugoslavia,Brazil,8,4,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,4
1665,1934-06-07,Austria,Germany,2,3,FIFA World Cup,Naples,Italy,True,Germany,1
1666,1934-06-10,Italy,Czechoslovakia,2,1,FIFA World Cup,Rome,Italy,False,Italy,1
1667,1934-06-10,Lithuania,Latvia,2,0,Friendly,Kaunas,Lithuania,False,Lithuania,2
1668,1934-06-17,Denmark,Sweden,3,5,Nordic Championship,Copenhagen,Denmark,False,Sweden,2
1669,1934-06-29,Lithuania,Estonia,1,1,Friendly,Kaunas,Lithuania,False,Draw,0
1670,1934-07-01,Sweden,Norway,3,3,Nordic Championship,Stockholm,Sweden,False,Draw,0
1671,1934-07-03,Finland,Denmark,2,1,Nordic Championship,Helsinki,Finland,False,Finland,1
1672,1934-07-18,Uruguay,Argentina,2,2,Friendly,Montevideo,Uruguay,False,Draw,0
1673,1934-07-22,Curaçao,Suriname,3,1,Friendly,Willemstad,Curaçao,False,Curaçao,2
1674,1934-07-25,Curaçao,Suriname,3,2,Friendly,Willemstad,Curaçao,False,Curaçao,1
1675,1934-07-29,Curaçao,Suriname,2,2,Friendly,Willemstad,Curaçao,False,Draw,0
1676,1934-07-31,Aruba,Suriname,1,1,Friendly,Oranjestad,Aruba,False,Draw,0
1677,1934-08-06,Suriname,Trinidad and Tobago,3,3,Friendly,Paramaribo,Netherlands Guyana,False,Draw,0
1678,1934-08-08,Estonia,Finland,1,1,Friendly,Tallinn,Estonia,False,Draw,0
1679,1934-08-14,Latvia,Finland,1,1,Friendly,Riga,Latvia,False,Draw,0
1680,1934-08-15,Argentina,Uruguay,1,0,Friendly,Avellaneda,Argentina,False,Argentina,1
1681,1934-08-16,Lithuania,Finland,1,0,Friendly,Kaunas,Lithuania,False,Lithuania,1
1682,1934-08-26,Yugoslavia,Poland,4,1,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,3
1683,1934-09-02,Czechoslovakia,Yugoslavia,3,1,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,2
1684,1934-09-02,Norway,Finland,4,2,Nordic Championship,Oslo,Norway,False,Norway,2
1685,1934-09-09,Latvia,Lithuania,1,3,Friendly,Riga,Latvia,False,Lithuania,2
1686,1934-09-09,Poland,Germany,2,5,Friendly,Warsaw,Poland,False,Germany,3
1687,1934-09-23,Austria,Czechoslovakia,2,2,International Cup,Vienna,Austria,False,Draw,0
1688,1934-09-23,Finland,Sweden,5,4,Nordic Championship,Helsinki,Finland,False,Finland,1
1689,1934-09-23,Norway,Denmark,3,1,Nordic Championship,Oslo,Norway,False,Norway,2
1690,1934-09-23,Sweden,Latvia,3,1,Friendly,Stockholm,Sweden,False,Sweden,2
1691,1934-09-29,Wales,England,0,4,British Championship,Cardiff,Wales,False,England,4
1692,1934-10-07,Denmark,Germany,2,5,Friendly,Copenhagen,Denmark,False,Germany,3
1693,1934-10-07,Hungary,Austria,3,1,International Cup,Budapest,Hungary,False,Hungary,2
